angle;cd;cl;cm;fx;fy;mz
0.00183379042564;0.0224371434184;-0.000929655337218;3.22015561697e-05;0.0924555445898;-0.00383078134682;9.95184310049e-06
-0.432460227358;0.0181231459808;-0.0367746566087;0.0034923624724;0.0746790845914;-0.151535373307;0.00107930943437
-0.876184680521;0.0225977288874;-0.0580678036281;-0.000338477206946;0.0931172605982;-0.239276912727;-0.000104605878016
-1.32813079757;0.0233952568173;-0.0935125997552;-0.00256141546852;0.0964035915591;-0.385332400615;-0.000791601645695
-1.81936942395;0.0196714426071;-0.126750635755;-0.00402055682693;0.0810590682239;-0.522294609311;-0.00124254711503
-2.31465162398;0.0221511884843;-0.160326596617;-0.00458706550981;0.091277225288;-0.660649287033;-0.00141762578195
-2.77957336752;0.0187822981376;-0.193411744496;-0.00504813324211;0.0773952178571;-0.796981497776;-0.00156011807973
-3.25076865325;0.0232098167578;-0.232086217081;-0.00890282050858;0.09563945856;-0.956345341823;-0.00275140345349
-3.730771902;0.0150672833339;-0.263588419653;-0.00587219682882;0.0620869537689;-1.08615479395;-0.0018147937071
-4.23014035315;0.014444312892;-0.299054404161;-0.00998136146965;0.0595199125732;-1.23229759168;-0.00308472493539
-4.72372106867;0.00866118404997;-0.335290140697;-0.0105634693201;0.0356896808653;-1.38161226568;-0.00326462450189
-5.21317251674;0.00833891263333;-0.366152447443;-0.00616866822932;0.034361714164;-1.50878493309;-0.00190641775303
-5.70060693594;0.00920985586973;-0.401375890972;-0.00524434016511;0.0379505636769;-1.65392830509;-0.00162075553783
-6.18187475964;-0.000202140235649;-0.429497568826;-0.00503432590498;-0.000832948527443;-1.76980780865;-0.0015558509427
-6.67719162072;-0.00625748065372;-0.454396432201;-0.00535983572828;-0.0257848680115;-1.87240723185;-0.00165644927006
-7.17496485496;-0.00416068471037;-0.467147635632;-0.00346953179568;-0.0171447123901;-1.92495043824;-0.00107225364764
-7.67562471904;0.0145398224107;-0.453334724314;0.0147004851025;0.0599134735714;-1.86803230858;0.00454316308411
-8.12950192788;0.0255476580188;-0.443455338375;0.0243607818103;0.105272876813;-1.82732284793;0.00752866343178
-8.6356565592;0.0363230477355;-0.428038395672;0.0294550296978;0.149674452622;-1.76379507138;0.00910303317416
-9.11479782333;0.0388207695295;-0.41289175792;0.0267567907369;0.159966682091;-1.70138112607;0.0082691464314
-9.60982940447;0.0439878052196;-0.418297263991;0.0288161467387;0.181258211486;-1.7236553077;0.00890558734468
-10.0940972008;0.0445893889196;-0.422326227586;0.0278862580637;0.183737125471;-1.74025724388;0.00861820663098
-10.5825118373;0.0460393533743;-0.438249495465;0.0321326387113;0.189711916949;-1.80587140768;0.00993054426233
-11.114326968;0.0528776901148;-0.434971558323;0.0354013251603;0.217890287771;-1.79236418629;0.0109407269539
-11.6180116701;0.0442639208542;-0.450084427207;0.0384031194576;0.182395986509;-1.85463898201;0.0118684270225
-12.1235524394;0.0440359161566;-0.472612100663;0.0447016814901;0.181456459668;-1.94746756892;0.0138149882624
-12.6233693742;0.043693136769;-0.487371626935;0.0416162130686;0.18004398686;-2.00828636451;0.0128614288301
-13.114390478;0.043107914488;-0.507103513676;0.0475504123224;0.177632492506;-2.08959450167;0.0146953842945
-13.6015767807;0.0352208410774;-0.521472224049;0.0484880266986;0.145132648216;-2.14880288296;0.0149851526247
-14.1106306577;0.0388260808014;-0.523873949685;0.0455764753887;0.159988567967;-2.15869954616;0.0140853420173
-14.6185636972;0.0359071914351;-0.548772709884;0.0571785381021;0.147960855663;-2.26129854421;0.0176709422647
-15.1287354674;0.0411493817241;-0.570773150566;0.0617889544707;0.16956207062;-2.35195459104;0.0190957845948
-15.6525414761;0.043415138824;-0.575282352398;0.0596214804866;0.178898455501;-2.37053541941;0.0184259299797
-16.1471549163;0.0365113817197;-0.591853773128;0.061789049009;0.150450510463;-2.43882039222;0.0190958138118
-16.6443805909;0.0388542983047;-0.604481351571;0.0686361387711;0.160104842333;-2.49085418369;0.0212118967317
-17.1504975904;0.0414987639792;-0.612713808022;0.0685879728116;0.171001751513;-2.52477722952;0.0211970111135
-17.6521877623;0.0411928985554;-0.613033109149;0.0693153865435;0.169741388115;-2.52609295671;0.0214218172468
-18.1998675742;0.0423761156265;-0.627023823412;0.0696374842043;0.174617007824;-2.58374374952;0.0215213610504
-18.721564423;0.0411402596554;-0.636474105323;0.0732505153485;0.169524481797;-2.622685024;0.0226379629586
-19.2691659885;0.0450768962628;-0.644901898776;0.0742094259699;0.185745971074;-2.65741298464;0.0229343128617
-19.7960819565;0.0482938213845;-0.641383759883;0.0730570509533;0.199001783478;-2.64291597665;0.0225781730746
-19.2987215613;0.0495639586897;-0.637350587526;0.0688923983132;0.204235570778;-2.62629669764;0.0212910933625
-18.8513572078;0.0500506043456;-0.636887896242;0.0760565288666;0.206240865672;-2.62439011025;0.0235051572681
-18.3225730222;0.0471764647189;-0.63211274706;0.0752260023464;0.194397551242;-2.60471340677;0.0232484842808
-17.7974181915;0.0422014482752;-0.618926931607;0.0694741241693;0.173897265351;-2.55037931772;0.0214708748742
-17.3002939189;0.0419848238805;-0.613522505884;0.0681212043754;0.173004632719;-2.52810958783;0.0210527570217
-16.8012499343;0.0430283644758;-0.601962635327;0.0646454719539;0.177304694998;-2.48047544351;0.0199785870798
-16.2784886136;0.0383822395431;-0.5900529612;0.0625814870116;0.158159654879;-2.4313998822;0.0193407155993
-15.7535179414;0.0333178043302;-0.580646579231;0.0638042977325;0.137290905818;-2.39263950387;0.0197186234362
-15.2410596813;0.0367915197951;-0.558760864916;0.0551919393162;0.151604860543;-2.30245620389;0.0170569868609
-14.7338637285;0.0339474958795;-0.562639884272;0.0512741568421;0.139885642324;-2.31844027282;0.0158462020069
-14.2512033166;0.0369842020353;-0.535472927501;0.0505566071555;0.152398836012;-2.20649483769;0.0156244443421
-13.7722908349;0.038906122749;-0.528325966878;0.0518354060382;0.160318392567;-2.17704473683;0.0160196552373
-13.2641635859;0.0346616047627;-0.498694978499;0.0423919687517;0.142828232852;-2.05494589759;0.0131011749716
-12.780287512;0.035259052635;-0.491540497562;0.0478956469968;0.145290104551;-2.02546480818;0.0148020785578
-12.2482725239;0.0384844738635;-0.463995636149;0.041776395517;0.158580926411;-1.91196216146;0.0129109329778
-11.7578786101;0.035783879849;-0.457960914167;0.0434502062883;0.147452732163;-1.88709520327;0.0134282217103
-11.2402156417;0.0364981019659;-0.436796814633;0.0435392662722;0.150395789287;-1.79988542297;0.0134557455661
-10.7527103203;0.0329493556681;-0.432936344363;0.0407747475202;0.135772658995;-1.78397778827;0.0126013751523
-10.2513188469;0.0331635969591;-0.424533215274;0.0383077003416;0.136655471698;-1.74935146077;0.0118389378864
-9.75089492846;0.0351279606339;-0.424747237368;0.0392162110346;0.144749920708;-1.75023337024;0.0121197117666
-9.27511484569;0.0338985174818;-0.413284841941;0.0317299742431;0.139683819643;-1.70300088651;0.00980610140658
-8.78021022701;0.0261226126059;-0.422144983686;0.0261256742739;0.107642061627;-1.73951040178;0.00807410082599
-8.31482090528;0.0183590306921;-0.434058490636;0.0222945188465;0.0756510821866;-1.78860175679;0.00689008793214
-7.807820729;0.0113686638367;-0.450609901267;0.0128045766611;0.046846248949;-1.85680427505;0.00395723539658
-7.32379332225;-0.00660958807746;-0.473455364756;0.00159974931229;-0.0272357783618;-1.95094236245;0.000494400148617
-6.85915704675;-0.00796934818811;-0.462923605028;-0.00329073067548;-0.032838869593;-1.90754469979;-0.00101699542704
-6.38072755873;-0.00613190655651;-0.439845942393;-0.00233705044752;-0.0252674215021;-1.81244980171;-0.000722261969235
-5.8730051232;-0.00585829856923;-0.417281121859;-0.00518261453593;-0.0241399796082;-1.71946814481;-0.00160167932382
-5.38391885964;-0.00528747445029;-0.384358399373;-0.00265818894884;-0.0217878149945;-1.58380523175;-0.000821509346036
-4.89771601513;-0.00133454653325;-0.357801066877;-0.00232714657211;-0.00549919498269;-1.47437184297;-0.000719201191254
-4.40640170901;0.00369442284793;-0.321887403706;-0.00526426739288;0.0152234119104;-1.32638431957;-0.00162691401797
-3.9203569122;0.00935978087544;-0.292226707779;-0.00381987924905;0.038568351681;-1.20416306602;-0.00118052800768
-3.42162775704;0.00533810418747;-0.257139131157;-0.00330469132795;0.0219964422621;-1.05957955356;-0.00102130994595
-2.97430349026;0.0121163940399;-0.218515763624;-0.0108248412849;0.0499273810631;-0.900426295387;-0.00334540111935
-2.48154881331;0.0110596575729;-0.177629833028;-0.0129242197719;0.0455729432578;-0.731949813829;-0.00399421092225
-1.99066484447;0.011634873108;-0.136650240132;-0.012237422219;0.047943203347;-0.56308738301;-0.0037819571587
-1.52835114778;0.0160378786868;-0.109851254408;-0.00994415197084;0.0660864344627;-0.45265822662;-0.00307322539506
-1.03913422998;0.0144595550875;-0.0792765160539;-0.00505052730882;0.0595827202781;-0.326670527003;-0.00156085796249
-0.557895292644;0.0150051030749;-0.0451191358404;-0.00504740603512;0.0618307308796;-0.185920025457;-0.00155989333749
-0.0877169572698;0.0154209466173;-0.0125242588885;-0.00876412786376;0.0635442752673;-0.0516080480712;-0.00270854069763
0.422376757806;0.0182557111209;0.0156582290233;-0.00581841542144;0.07522533872;0.0645220322686;-0.00179817264304
0.896788133207;0.0177227847298;0.0547735716108;-0.00923497316625;0.0730293372593;0.225702545906;-0.00285405473895
1.37691864251;0.016256709523;0.0910570964049;-0.00965904423368;0.0669881590608;0.375214138443;-0.0029851132724
1.87384823975;0.0140816489147;0.123407694277;-0.0114270388792;0.0580255023934;0.508519528005;-0.00353150939133
2.35478958252;0.00868595758552;0.153673591761;-0.0092991450473;0.0357917638568;0.633234603457;-0.00287388696346
2.83649553577;0.00773375411727;0.190879352339;-0.00932889207833;0.0318680696246;0.786546403985;-0.00288308023921
3.3182487627;0.00549526735265;0.227776018685;-0.00902814022828;0.0226440561653;0.938584536334;-0.00279013332671
3.79934650696;-0.000213066365358;0.262494224149;-0.00606567607216;-0.00087797124953;1.08164600069;-0.00187458817985
4.2763082291;-0.00293603677389;0.302865288345;-0.00751818139101;-0.0120983707152;1.24800089963;-0.00232348279102
4.75364293375;-0.005744770372;0.334924375255;-0.00666866708551;-0.0236721699987;1.38010507546;-0.00206094165681
5.22830756784;-0.010916569318;0.370778945704;-0.00894175166987;-0.0449833270898;1.52784909862;-0.00276343507106
5.69158861903;-0.0133549509213;0.397224552173;-0.00733329408175;-0.0550310365885;1.6368221039;-0.00226634364273
6.18154189144;-0.0142831930899;0.423258376481;-0.00672083727882;-0.0588559947663;1.7440983003;-0.00207706477756
6.66679175428;-0.0142751529773;0.447870149745;-0.00393311352794;-0.0588228643017;1.84551472654;-0.00121552289337
7.15753383923;-0.0145028688443;0.452210323816;-0.0129735484148;-0.0597612009741;1.8633990512;-0.00400945586605
7.61502616427;-0.00830105711775;0.451214939671;-0.0215711083821;-0.0342057249526;1.85929742465;-0.00666651900272
8.09363762158;0.00103779780679;0.455927134615;-0.0369884790122;0.00427639827456;1.87871471595;-0.0114312344942
8.57679493652;0.0112829166924;0.437875657361;-0.0449267809787;0.0464929152479;1.80433095287;-0.013884554925
9.07165421797;0.0157468124799;0.427107857369;-0.0445306259576;0.0648870534109;1.75996065164;-0.0137621238042
9.54668096106;0.0153771991163;0.418437351881;-0.0441258746802;0.0633640072648;1.72423256042;-0.0136370360232
10.0201728578;0.017367791193;0.422637786651;-0.0509476971189;0.0715665342563;1.74154106877;-0.0157453101144
10.4920998749;0.0243773419102;0.408750243693;-0.0470298372247;0.100450417414;1.68431540847;-0.0145345013339
10.9664312366;0.0227844722247;0.424701676342;-0.0518376208424;0.0938867639448;1.75004562935;-0.0160203397192
11.4429300003;0.0218246417673;0.436096644434;-0.0507805761773;0.0899316415837;1.79700026884;-0.0156936616356
11.913406586;0.0163175028629;0.459923026965;-0.0556037133471;0.0672386669463;1.89518037722;-0.0171842450135
12.3653095113;0.0145067238533;0.48002851664;-0.0609711380514;0.059777086105;1.97802800013;-0.0188430396453
12.8470942214;0.0138474629568;0.489885809405;-0.0568066678244;0.0570605047613;2.01864642262;-0.0175560163077
13.3419247264;0.0187434198574;0.506587178464;-0.0648468967019;0.077235014194;2.0874668666;-0.020040837099
13.8239617212;0.0206569022422;0.510391180575;-0.0679608774162;0.0851197993758;2.10314181596;-0.0210032082131
14.2765595862;0.02144955458;0.545415656467;-0.0719178715469;0.088386039743;2.24746531259;-0.0222261113712
14.7742295514;0.0146296040522;0.554606659775;-0.0758517897785;0.0602834320106;2.28533819151;-0.0234418829571
15.2618101365;0.0151579601502;0.57481456247;-0.0757087225293;0.0624606009071;2.36860782231;-0.0233976682362
15.7513887285;0.0161100477808;0.586928652695;-0.080218149073;0.0663838178134;2.41852571017;-0.024791299811
16.2539148776;0.0144600540145;0.597425877251;-0.0830950162233;0.0595847761802;2.46178106559;-0.0256803913304
16.7290041468;0.0157335280638;0.607356401643;-0.0862482800338;0.0648323130236;2.50270124975;-0.026654902827
17.2104593477;0.0194956409742;0.619944766116;-0.0875843710571;0.0803346517772;2.55457345429;-0.0270678197731
17.7163436556;0.026073352974;0.608741903047;-0.090645536299;0.10743908008;2.50841041176;-0.0280138683439
18.2107977164;0.0197340749878;0.635409437614;-0.0931199161738;0.0813171541468;2.61829790435;-0.0287785717686
18.7079654055;0.0234731479024;0.642262338634;-0.0944437907349;0.0967245532141;2.64653628943;-0.0291877132352
19.1876692708;0.0231975789084;0.636441575267;-0.0921678708996;0.0955890307042;2.62255097913;-0.0284843435909
18.7176434405;0.0217682732777;0.633586362496;-0.0944724664444;0.0896993669444;2.61078565559;-0.0291965754206
18.281400527;0.0211072468256;0.623020090271;-0.0915881360175;0.0869755103697;2.56724577911;-0.0283051773867
17.7651060726;0.0248630809862;0.616376653163;-0.0892126910056;0.102451976613;2.53987052085;-0.0275710496344
17.2584605309;0.0221895563992;0.599433071003;-0.0860864675663;0.0914353259163;2.47005200221;-0.0266048949243
16.7838550686;0.0215377176198;0.593014821391;-0.0855729485133;0.0887493284962;2.4436046621;-0.0264461926238
16.3123425687;0.0243198239453;0.598111485082;-0.0839493687006;0.100213406193;2.46460621334;-0.0259444276944
15.805795038;0.0187969059419;0.578006332041;-0.0797958916927;0.0774554114598;2.38175997758;-0.0246608017949
15.3186886491;0.016407271215;0.567648086227;-0.078133251626;0.0676085706244;2.33907730448;-0.024146965352
14.832621687;0.0167502603614;0.544470148528;-0.0718296327238;0.0690219077737;2.24356920827;-0.022198841294
14.3295752065;0.0162412528961;0.524646384444;-0.0668982767056;0.0669244677599;2.16188247702;-0.0206748130419
13.8709500331;0.0160603615131;0.518104059669;-0.0628532785612;0.0661790782504;2.13492386698;-0.019424712374
13.3891981847;0.0165659635055;0.516434229677;-0.0643792871417;0.0682624855133;2.12804308727;-0.019896323059
12.8998094828;0.0136078481449;0.479887503583;-0.0652656655878;0.0560731367389;1.97744693512;-0.0201702570011
12.4165411237;0.0224652948668;0.463932969913;-0.0583041230466;0.092571546767;1.91170393604;-0.0180188026198
11.9616043932;0.0207284701538;0.454979163478;-0.0571896580776;0.0854147054658;1.87480846166;-0.0176743788766
11.5003497129;0.0175368918987;0.446337157301;-0.0576758336703;0.0722633385485;1.83919780604;-0.0178246307213
11.0233664394;0.0205575276876;0.435564570656;-0.0565418452583;0.0847103119291;1.7948077807;-0.017474173287
10.5469794538;0.0244233018922;0.415961279009;-0.0482066210702;0.100639802269;1.71402953851;-0.0148981846333
10.0833541839;0.0200821046249;0.412284529096;-0.0479892518312;0.0827512613785;1.69887895052;-0.0148310069929
9.61871467134;0.019210593259;0.421728748058;-0.0467792346106;0.0791600708044;1.73779524174;-0.0144570529682
9.11833324107;0.0155756108293;0.43085676563;-0.0504464939307;0.0641815918669;1.7754085787;-0.0155904140136
8.64381305663;0.00578628870824;0.433597095906;-0.0424502808371;0.0238432524006;1.78670051204;-0.013119196235
8.16779901141;0.00287903406993;0.444339832687;-0.0336306135074;0.011863482702;1.83096753664;-0.0103934911479
7.68891085607;-0.00359394061418;0.444829872066;-0.0305527656587;-0.0148093601093;1.83298681586;-0.00944228684224
7.22129453877;-0.01136207391;0.450569622225;-0.0241070103395;-0.0468190941879;1.85663829934;-0.00745023573569
6.74995945609;-0.0221403434189;0.45215360724;-0.0114996979879;-0.0912325366035;1.86316534222;-0.00355396458095
6.28480065295;-0.0183254079093;0.432153184257;-0.0118429421962;-0.0755125345722;1.78075066204;-0.00366004369366
5.80204869299;-0.0124198444611;0.399096638422;-0.0124166474993;-0.0511777930887;1.64453631022;-0.00383734646536
5.34605257876;-0.00336493321728;0.370847050027;-0.0129955471258;-0.0138657014982;1.52812973248;-0.00401625453501
4.86928071567;-0.00510839908551;0.34351645588;-0.00993904598404;-0.0210499086548;1.41551000551;-0.00307164739742
4.40184544818;0.00213580768206;0.31031416626;-0.00864054926413;0.00880090922009;1.27869509502;-0.00267034891499
3.92513581768;0.00649716555814;0.270872090519;-0.00405577331574;0.0267725248605;1.11616822944;-0.00125343071858
3.44875357385;0.00893432234754;0.237744141265;-0.00451462123848;0.0368151873337;0.97965964935;-0.00139523698751
2.96190920663;0.0108861904356;0.199804136474;-0.00536088411685;0.0448581464434;0.823322287712;-0.00165677327299
2.49505219351;0.0126174202635;0.168398448338;-0.00855472724132;0.0519919331987;0.693910537488;-0.00264382574632
2.01879343675;0.0137650518206;0.134698124616;-0.00918405293661;0.0567209175718;0.555043404338;-0.00283831791762
1.54332830633;0.0201570546523;0.0996630362081;-0.00636111928737;0.0830601039734;0.410676177277;-0.00196589446664
1.05662951532;0.0167238922091;0.0625285941539;-0.00428214661191;0.0689132539297;0.257658255203;-0.0013233910495
0.564633287338;0.0193502127578;0.0321524440963;-0.00287840607812;0.0797353934538;0.132488867829;-0.000889567122717
